скорость ПП колеса,скорость ПЛ колеса,заданный момент двигателя,реализованный момент двигателя,ток Фазной Обмотки,ток Обмотки Возбуждения,температура тягового двигателя,температура инвертора,скорость двигателя,мощность двигателя,напряжение ТАБ высокое ,ток батареи ТАБ,time
1.16,1.05,-2.0,-1.56,5.08,2.2,46.25,35.0,170.82,-0.0,351.1,-5.9,15:44:11.441691
0.15,0.15,0.0,0.0,0.0,0.55,46.25,35.0,77.4,0.0,351.1,-5.9,15:44:11.892507
0.0,0.0,1.0,0.78,5.08,1.65,47.5,35.0,75.93,0.0,351.1,-5.9,15:44:12.327844
0.0,0.0,1.0,0.78,5.08,1.78,47.5,35.0,9.55,0.0,351.1,-5.9,15:44:12.769123
0.0,0.0,1.0,0.78,5.08,2.2,48.75,35.0,1.07,0.0,351.1,-5.9,15:44:13.204518
0.0,0.0,1.0,0.78,5.08,2.2,48.75,35.0,0.98,0.0,351.1,-5.9,15:44:13.639206
0.0,0.0,11.35,7.81,25.39,5.08,48.75,35.0,19.68,0.0,351.1,-5.9,15:44:14.076497
0.0,0.4,11.0,10.16,25.39,5.49,48.75,35.0,40.47,0.0,351.1,-5.9,15:44:14.513954
0.0,0.15,14.63,13.28,35.55,6.73,48.75,35.0,37.58,0.0,351.1,-5.9,15:44:14.951318
0.19,0.0,18.0,17.19,40.63,8.24,47.5,35.0,36.4,0.0,351.1,-5.9,15:44:15.386531
0.55,0.5,17.0,16.41,40.63,8.37,47.5,35.0,95.28,0.0,351.1,-5.9,15:44:15.823911
0.55,1.25,15.0,14.84,35.55,7.14,46.25,35.0,199.75,0.0,351.1,-5.9,15:44:16.290021
1.54,1.69,12.0,12.5,25.39,5.49,46.25,35.0,293.43,0.0,351.1,-5.9,15:44:16.725705
1.76,1.89,13.0,12.5,25.39,5.49,47.5,35.0,344.75,0.01,351.1,-5.9,15:44:17.226142
2.16,2.17,13.0,12.5,25.39,5.49,47.5,35.0,415.14,0.01,351.1,-5.9,15:44:17.709161
2.34,2.29,13.0,12.5,25.39,5.49,46.25,35.0,448.32,0.01,351.1,-5.9,15:44:18.144746
2.5,2.49,14.0,12.5,25.39,5.49,46.25,35.0,477.77,0.01,351.1,-5.9,15:44:18.629334
2.64,2.76,14.0,13.28,25.39,5.49,46.25,35.0,525.28,0.01,351.1,-5.9,15:44:19.067428
2.79,2.84,14.0,13.28,25.39,5.49,47.5,35.0,551.1,0.01,351.1,-5.9,15:44:19.503517
2.99,3.14,14.33,13.28,25.39,5.49,47.5,35.0,589.32,0.01,351.1,-5.9,15:44:19.941426
3.21,3.22,14.0,13.28,25.39,5.49,47.5,35.0,616.66,0.01,351.1,-5.9,15:44:20.377674
3.56,3.59,14.0,13.28,25.39,5.49,47.5,35.0,686.82,0.01,351.1,-5.9,15:44:20.816139
3.95,3.82,13.0,12.5,25.39,5.49,47.5,35.0,757.93,0.01,350.6,-7.5,15:44:21.252846
4.07,4.05,12.0,11.72,20.31,5.08,47.5,35.0,793.54,0.01,350.6,-7.5,15:44:21.691422
4.16,4.25,12.0,11.72,20.31,5.08,46.25,35.0,828.04,0.01,350.6,-7.5,15:44:22.127242
4.3,4.36,12.0,11.72,20.31,5.08,46.25,35.0,851.95,0.01,350.6,-7.5,15:44:22.565993
4.37,4.38,12.0,11.72,20.31,5.08,46.25,35.0,859.54,0.01,350.6,-7.5,15:44:23.048912
4.56,4.58,12.0,11.72,20.31,5.08,46.25,35.0,891.32,0.01,350.5,-7.7,15:44:23.531567
4.56,4.68,12.0,10.16,20.31,4.94,46.25,35.0,928.54,0.01,350.5,-7.7,15:44:24.063164
4.71,4.63,11.0,10.16,20.31,4.94,46.25,35.0,929.29,0.01,350.5,-7.5,15:44:24.499681
4.86,4.86,10.0,9.38,20.31,4.94,46.25,35.0,953.99,0.01,350.5,-7.5,15:44:24.934916
4.82,4.87,10.0,9.38,20.31,4.94,47.5,35.0,960.1,0.01,350.6,-7.0,15:44:25.373631
4.78,4.76,10.0,9.38,20.31,3.84,47.5,35.0,953.71,0.01,350.6,-7.0,15:44:25.810714
4.86,4.79,10.0,9.38,20.31,3.84,47.5,35.0,953.34,0.01,350.6,-7.0,15:44:26.278125
4.83,4.92,10.0,9.38,20.31,4.94,47.5,35.0,959.13,0.01,350.6,-7.0,15:44:26.713891
4.83,4.79,10.0,9.38,20.31,3.84,47.5,35.0,949.09,0.01,350.6,-7.2,15:44:27.151685
4.95,4.89,10.0,9.38,20.31,4.94,47.5,35.0,964.14,0.01,350.6,-7.2,15:44:27.585744
5.07,4.87,9.0,8.59,15.23,4.94,47.5,35.0,973.8,0.01,350.6,-7.2,15:44:28.023701
5.02,4.94,9.0,8.59,15.23,3.84,47.5,35.0,977.29,0.01,350.6,-7.2,15:44:28.459365
4.94,4.8,9.0,8.59,15.23,4.94,47.5,35.0,976.49,0.01,350.6,-7.2,15:44:28.897904
4.85,4.8,9.0,9.38,20.31,3.84,47.5,35.0,954.53,0.01,350.6,-7.2,15:44:29.333939
4.85,4.92,9.0,9.38,20.31,3.84,47.5,35.0,961.26,0.01,350.6,-7.2,15:44:29.819068
4.91,4.92,9.0,8.59,15.23,3.84,46.25,35.0,964.18,0.01,350.6,-7.2,15:44:30.254809
4.91,4.83,9.0,8.59,15.23,3.84,46.25,35.0,968.37,0.01,350.6,-7.2,15:44:30.692115
4.81,5.01,9.0,8.59,15.23,3.84,47.5,35.0,968.37,0.01,350.6,-7.2,15:44:31.161859
4.7,4.7,9.0,8.59,15.23,4.94,47.5,35.0,951.45,0.01,350.6,-7.2,15:44:31.598717
4.64,4.61,10.0,9.38,20.31,3.84,47.5,35.0,918.34,0.01,350.6,-7.2,15:44:32.036249
4.74,4.71,10.0,9.38,20.31,3.84,47.5,35.0,925.06,0.01,350.6,-7.2,15:44:32.470454
4.75,4.64,10.0,9.38,20.31,3.84,47.5,35.0,942.97,0.01,350.6,-7.2,15:44:32.971916
4.81,4.76,10.0,9.38,20.31,4.94,47.5,35.0,961.62,0.01,350.6,-7.2,15:44:33.407832
4.87,4.83,9.0,8.59,15.23,3.84,47.5,35.0,958.7,0.01,350.6,-7.2,15:44:33.890068
4.75,4.81,10.0,9.38,20.31,4.94,47.5,35.0,958.7,0.01,350.6,-7.2,15:44:34.358746
4.75,4.74,10.0,9.38,20.31,4.94,47.5,35.0,938.99,0.01,350.6,-7.2,15:44:34.795692
4.78,4.87,10.0,9.38,20.31,4.94,47.5,35.0,947.34,0.01,350.6,-7.2,15:44:35.231815
4.8,4.99,10.0,8.59,15.23,4.94,47.5,35.0,958.85,0.01,350.6,-7.2,15:44:35.759928
4.72,4.83,9.0,8.59,15.23,4.94,46.25,35.0,955.65,0.01,350.6,-7.2,15:44:36.196006
4.64,4.68,10.0,9.38,20.31,4.94,46.25,35.0,927.4,0.01,350.6,-7.2,15:44:36.633415
4.73,4.9,9.0,8.59,15.23,4.94,47.5,35.0,949.38,0.01,350.6,-7.2,15:44:37.069478
4.73,4.68,10.0,9.38,20.31,3.84,47.5,35.0,940.46,0.01,350.6,-7.2,15:44:37.554522
4.52,4.68,11.0,10.16,20.31,4.94,47.5,35.0,899.89,0.01,350.6,-7.2,15:44:38.035842
4.28,4.24,11.0,10.16,20.31,4.94,47.5,35.0,855.03,0.01,350.5,-7.0,15:44:38.504872
4.08,4.15,13.0,12.5,25.39,5.08,47.5,35.0,828.65,0.01,350.5,-7.0,15:44:38.974550
4.1,4.1,13.0,12.5,25.39,5.49,47.5,35.0,821.35,0.01,350.5,-7.0,15:44:39.410493
4.05,3.96,14.0,13.28,25.39,6.59,47.5,35.0,795.62,0.01,350.5,-7.0,15:44:39.892999
3.96,4.05,15.0,14.84,25.39,5.49,46.25,35.0,795.88,0.01,350.5,-7.0,15:44:40.328184
4.0,3.97,15.0,14.84,25.39,6.59,46.25,35.0,795.3,0.01,350.5,-7.0,15:44:40.768863
3.79,3.78,17.0,15.62,30.47,6.59,46.25,35.0,754.82,0.01,350.2,-8.4,15:44:41.204304
3.72,3.83,18.0,17.19,30.47,6.59,46.25,35.0,741.09,0.02,350.2,-8.4,15:44:41.641044
3.77,3.8,18.0,17.19,30.47,6.73,46.25,35.0,737.23,0.02,350.2,-8.4,15:44:42.078298
3.58,3.67,19.0,18.75,35.55,6.73,46.25,35.0,723.92,0.02,350.2,-8.4,15:44:42.514437
3.77,3.78,16.0,15.62,30.47,6.73,46.25,35.0,747.82,0.01,350.2,-8.4,15:44:42.955423
3.63,3.65,16.0,15.62,30.47,6.59,46.25,35.0,724.74,0.01,350.1,-8.4,15:44:43.382426
3.48,3.46,16.0,15.62,30.47,5.49,46.25,35.0,699.79,0.01,350.1,-8.4,15:44:43.804400
3.43,3.46,17.0,15.62,30.47,5.49,46.25,35.0,685.13,0.01,350.1,-8.4,15:44:44.241562
3.26,3.29,17.0,16.41,30.47,6.59,46.25,35.0,657.35,0.01,350.1,-8.4,15:44:44.676013
3.19,3.23,17.0,16.41,30.47,6.59,46.25,35.0,647.38,0.01,350.1,-8.4,15:44:45.114910
3.04,3.09,18.0,17.19,30.47,6.73,46.25,35.0,612.98,0.01,350.1,-8.6,15:44:45.554920
3.04,3.19,19.0,18.75,35.55,6.73,46.25,35.0,614.27,0.01,350.1,-8.6,15:44:45.997041
3.17,3.23,18.0,17.19,30.47,6.73,46.25,35.0,641.98,0.01,350.1,-8.6,15:44:46.434405
3.26,3.32,22.0,17.19,30.47,6.73,46.25,35.0,643.66,0.02,350.1,-8.6,15:44:46.869421
3.66,3.69,21.0,20.31,35.55,8.1,46.25,35.0,643.66,0.02,350.1,-8.6,15:44:47.353615
4.11,4.15,20.0,19.53,35.55,8.1,46.25,35.0,796.35,0.02,350.1,-8.6,15:44:47.791757
4.71,4.82,18.0,18.75,35.55,6.73,46.25,35.0,909.82,0.02,349.6,-11.4,15:44:48.231603
5.18,5.21,16.0,15.62,30.47,6.59,46.25,35.0,1006.37,0.02,349.6,-11.4,15:44:48.660064
5.59,5.62,14.0,13.28,25.39,5.49,46.25,35.0,1097.62,0.02,349.6,-11.4,15:44:49.100482
5.92,5.87,12.0,11.72,20.31,5.08,46.25,35.0,1147.52,0.02,349.7,-10.4,15:44:49.524522
5.96,5.87,0.0,0.0,0.0,1.78,46.25,35.0,1110.22,0.0,349.7,-10.4,15:44:49.964582
5.13,5.13,-1.0,-0.78,5.08,1.78,46.25,35.0,1055.82,-0.0,349.7,-10.4,15:44:50.402132
4.61,4.5,0.0,0.0,0.0,1.78,46.25,35.0,939.19,0.0,349.7,-10.4,15:44:50.869062
4.07,4.08,3.0,2.34,5.08,2.2,48.75,35.0,866.92,0.0,349.7,-10.4,15:44:51.305967
3.74,3.74,5.0,4.69,10.16,2.61,48.75,35.0,776.52,0.0,349.7,-10.4,15:44:51.740925
3.55,3.55,7.0,5.47,10.16,3.43,47.5,35.0,711.45,0.01,349.7,-10.4,15:44:52.176964
3.61,3.63,8.0,7.81,15.23,3.84,47.5,35.0,714.28,0.01,349.7,-10.4,15:44:52.615440
3.57,3.5,9.0,8.59,15.23,4.94,47.5,35.0,698.97,0.01,349.7,-10.4,15:44:53.038081
3.35,3.36,10.0,9.38,20.31,3.84,47.5,35.0,667.94,0.01,349.7,-10.4,15:44:53.473575
3.32,3.34,11.0,10.16,20.31,4.94,47.5,35.0,659.7,0.01,349.7,-10.4,15:44:53.908785
3.46,3.52,12.0,11.72,20.31,5.08,47.5,35.0,686.5,0.01,349.7,-10.4,15:44:54.346291
3.76,3.72,12.0,11.72,20.31,5.08,47.5,35.0,724.46,0.01,349.7,-10.4,15:44:54.782708
3.94,4.08,11.0,10.16,20.31,5.08,47.5,35.0,784.65,0.01,349.7,-10.4,15:44:55.221516
4.27,4.26,11.0,10.16,20.31,4.94,47.5,35.0,839.05,0.01,349.7,-10.4,15:44:55.660374
3.87,3.96,12.0,11.72,20.31,4.94,47.5,35.0,794.48,0.01,349.7,-10.4,15:44:56.097648
3.69,3.73,13.0,12.5,25.39,5.49,47.5,35.0,743.62,0.01,349.7,-10.4,15:44:56.534652
3.75,3.83,14.0,13.28,25.39,5.49,47.5,35.0,741.17,0.01,349.7,-10.4,15:44:56.970314
3.84,3.87,14.0,13.28,25.39,5.49,46.25,35.0,764.22,0.01,349.7,-10.4,15:44:57.407603
3.86,3.86,15.0,14.84,25.39,5.49,46.25,35.0,769.47,0.01,349.7,-10.4,15:44:57.845478
4.04,4.01,15.0,14.84,25.39,6.59,46.25,35.0,782.76,0.01,350.1,-8.6,15:44:58.270955
4.14,4.16,15.0,14.84,25.39,5.49,46.25,35.0,811.78,0.02,350.1,-8.6,15:44:58.705729
4.02,3.98,15.0,14.84,25.39,5.49,46.25,35.0,801.98,0.01,350.1,-8.6,15:44:59.144405
3.96,3.91,16.0,15.62,30.47,6.59,46.25,35.0,785.43,0.02,350.1,-8.6,15:44:59.585876
3.88,3.84,17.0,16.41,30.47,6.59,46.25,35.0,769.63,0.02,350.1,-8.6,15:44:59.996948
3.55,3.83,18.0,17.19,30.47,6.73,46.25,35.0,741.65,0.02,350.1,-8.6,15:45:00.434282
3.82,3.83,19.0,18.75,35.55,8.1,46.25,35.0,744.75,0.02,350.1,-8.6,15:45:00.914507
3.78,3.78,19.0,18.75,35.55,6.73,46.25,35.0,752.12,0.02,350.1,-8.6,15:45:01.362542
3.95,4.03,20.0,18.75,35.55,8.1,46.25,35.0,778.87,0.02,350.1,-8.6,15:45:01.802099
4.29,4.32,19.0,18.75,35.55,8.24,46.25,35.0,823.25,0.02,350.1,-8.6,15:45:02.230835
4.42,4.4,19.0,18.75,35.55,7.14,46.25,35.0,851.51,0.02,350.1,-8.6,15:45:02.654581
4.38,4.39,19.0,18.75,35.55,6.73,46.25,35.0,873.49,0.02,350.1,-8.6,15:45:03.091688
4.53,4.55,19.0,18.75,35.55,6.73,46.25,35.0,887.86,0.02,350.1,-8.6,15:45:03.525466
4.59,4.76,18.0,17.19,30.47,6.73,46.25,35.0,915.54,0.02,350.1,-8.6,15:45:03.959527
4.98,4.97,17.0,16.41,30.47,6.73,47.5,35.0,976.54,0.02,350.1,-8.6,15:45:04.398025
5.14,5.2,16.0,15.62,30.47,6.59,47.5,35.0,1013.15,0.02,350.1,-8.6,15:45:04.834327
5.63,5.63,14.0,14.84,25.39,6.59,46.25,35.0,1073.3,0.02,350.1,-8.6,15:45:05.269468
5.78,5.74,13.0,12.5,25.39,5.08,46.25,35.0,1138.43,0.02,350.1,-8.6,15:45:05.707878
5.92,5.86,11.0,11.72,20.31,5.08,45.0,35.0,1150.83,0.02,350.1,-8.6,15:45:06.144317
5.85,6.09,10.0,10.16,20.31,3.84,45.0,35.0,1181.23,0.01,350.1,-8.6,15:45:06.578606
5.48,5.42,-5.0,-3.91,10.16,1.78,45.0,35.0,1073.88,-0.01,350.1,-8.6,15:45:07.019668
4.83,4.81,0.0,0.0,0.0,0.55,47.5,35.0,1044.6,0.0,350.1,-8.6,15:45:07.460819
4.52,4.49,1.0,0.78,5.08,1.65,47.5,35.0,883.25,0.0,350.1,-8.6,15:45:07.901558
4.09,4.09,3.0,2.34,5.08,2.2,47.5,35.0,883.25,0.0,350.1,-8.6,15:45:08.374932
3.7,3.66,5.0,4.69,10.16,3.29,47.5,35.0,752.52,0.0,350.1,-8.6,15:45:08.811732
3.42,3.47,7.0,6.25,15.23,3.43,47.5,35.0,696.44,0.01,350.1,-8.6,15:45:09.263431
3.42,3.42,9.0,8.59,15.23,4.94,47.5,35.0,669.02,0.01,350.1,-8.6,15:45:09.700439
3.43,3.48,9.0,9.38,20.31,4.94,47.5,35.0,680.16,0.01,350.1,-8.6,15:45:10.139471
3.56,3.61,10.0,9.38,20.31,4.94,47.5,35.0,700.46,0.01,350.1,-8.6,15:45:10.576384
3.81,3.78,10.0,9.38,20.31,3.84,47.5,35.0,738.99,0.01,350.1,-8.6,15:45:11.060571
3.88,3.93,10.0,9.38,20.31,3.84,47.5,35.0,767.92,0.01,350.1,-8.6,15:45:11.497603
4.03,4.09,10.0,9.38,20.31,4.94,47.5,35.0,797.39,0.01,350.1,-8.6,15:45:11.935611
3.97,4.03,6.0,5.47,10.16,3.43,47.5,35.0,784.39,0.01,350.1,-8.6,15:45:12.371837
3.83,3.86,6.0,5.47,10.16,3.43,47.5,35.0,776.13,0.01,350.1,-8.6,15:45:12.807503
3.82,3.86,9.33,7.03,15.23,3.43,47.5,35.0,754.89,0.01,350.6,-5.8,15:45:13.245409
3.99,4.0,10.0,9.38,20.31,4.94,47.5,35.0,784.24,0.01,350.6,-5.8,15:45:13.681799
4.05,4.04,11.0,9.38,20.31,4.94,47.5,35.0,797.52,0.01,350.6,-5.8,15:45:14.118894
4.24,4.17,10.0,9.38,20.31,4.94,47.5,35.0,826.22,0.01,350.4,-6.8,15:45:14.555387
4.35,4.27,10.0,9.38,20.31,4.94,47.5,35.0,848.16,0.01,350.4,-6.8,15:45:14.991963
4.34,4.43,10.0,9.38,20.31,4.94,47.5,35.0,876.87,0.01,350.4,-6.8,15:45:15.429009
4.55,4.48,10.0,9.38,20.31,4.94,47.5,35.0,900.21,0.01,350.4,-6.8,15:45:15.863662
4.6,4.58,9.54,8.59,15.23,4.94,46.25,35.0,913.65,0.01,350.4,-6.8,15:45:16.298115
4.58,4.69,10.0,8.59,15.23,4.94,46.25,35.0,909.11,0.01,350.4,-6.8,15:45:16.734309
4.74,4.75,9.0,8.59,15.23,4.94,46.25,35.0,934.71,0.01,350.4,-6.8,15:45:17.169409
4.83,4.67,9.0,8.59,15.23,3.84,46.25,35.0,941.51,0.01,350.4,-6.8,15:45:17.606289
4.85,4.64,9.0,8.59,15.23,3.84,46.25,35.0,949.97,0.01,350.4,-6.8,15:45:18.042690
5.01,4.95,8.0,8.59,15.23,3.84,47.5,35.0,957.15,0.01,350.3,-6.8,15:45:18.478166
4.97,4.7,8.0,7.81,15.23,3.84,47.5,35.0,962.37,0.01,350.3,-6.8,15:45:18.917556
4.98,4.64,9.0,8.59,15.23,4.94,47.5,35.0,951.99,0.01,350.3,-6.8,15:45:19.353556
4.95,4.73,8.0,7.81,15.23,3.84,47.5,35.0,960.09,0.01,350.3,-6.8,15:45:19.792853
4.95,4.63,8.0,8.59,15.23,4.94,47.5,35.0,963.72,0.01,350.3,-6.8,15:45:20.215808
5.06,4.66,8.0,8.59,15.23,4.94,47.5,35.0,945.6,0.01,350.3,-6.8,15:45:20.650273
4.86,4.55,8.0,7.81,15.23,4.94,47.5,35.0,948.05,0.01,350.3,-6.8,15:45:21.089265
4.88,4.81,8.0,8.59,15.23,3.84,47.5,35.0,951.06,0.01,350.4,-6.4,15:45:21.522705
4.83,4.79,8.0,8.59,15.23,3.84,47.5,35.0,951.19,0.01,350.4,-6.4,15:45:21.990218
4.85,4.71,9.0,8.59,15.23,3.84,47.5,35.0,944.23,0.01,350.4,-6.4,15:45:22.424837
4.96,4.79,8.0,7.81,15.23,3.84,47.5,35.0,959.24,0.01,350.4,-6.4,15:45:22.953397
4.96,4.72,8.0,7.81,15.23,3.84,47.5,35.0,943.58,0.01,350.4,-6.4,15:45:23.423024
4.59,4.64,9.0,8.59,15.23,3.84,47.5,35.0,933.29,0.01,350.4,-6.4,15:45:23.860255
4.52,4.72,9.0,8.59,15.23,4.94,47.5,35.0,916.19,0.01,350.4,-6.4,15:45:24.300453
4.57,4.82,9.0,8.59,15.23,3.84,47.5,35.0,935.89,0.01,350.4,-6.4,15:45:24.737736
4.76,4.92,9.0,8.59,15.23,3.84,46.25,35.0,955.19,0.01,350.4,-6.4,15:45:25.221754
4.56,4.77,9.0,8.59,15.23,3.84,46.25,35.0,932.21,0.01,350.4,-6.4,15:45:25.657709
4.55,4.74,9.0,8.59,15.23,3.84,47.5,35.0,922.62,0.01,350.4,-6.4,15:45:26.109087
4.42,4.65,10.0,8.59,15.23,4.94,47.5,35.0,899.27,0.01,350.4,-6.4,15:45:26.542431
4.53,4.75,10.0,9.38,20.31,4.94,47.5,35.0,919.39,0.01,350.4,-6.4,15:45:26.978405
4.79,4.98,9.0,8.59,15.23,4.94,47.5,35.0,937.2,0.01,350.4,-6.4,15:45:27.414994
4.75,4.89,9.0,8.59,15.23,4.94,47.5,35.0,962.71,0.01,350.4,-6.4,15:45:27.848568
4.59,4.74,9.0,8.59,15.23,4.94,47.5,35.0,936.55,0.01,350.4,-6.4,15:45:28.287780
4.16,4.37,-7.23,-5.47,10.16,3.29,47.5,35.0,750.62,-0.0,350.4,-6.4,15:45:28.726309
3.13,3.11,-8.0,-8.59,15.23,3.84,47.5,35.0,653.07,-0.01,350.4,-6.4,15:45:29.164429
2.18,2.25,-2.0,-5.47,10.16,3.43,47.5,35.0,500.53,-0.0,350.4,-6.4,15:45:29.604270
1.57,1.61,0.0,0.0,0.0,1.65,47.5,35.0,360.26,0.0,350.4,-6.4,15:45:30.040325
1.14,1.13,1.0,0.78,5.08,1.65,47.5,35.0,259.29,0.0,350.4,-6.4,15:45:30.474769
0.83,0.87,3.0,2.34,5.08,2.2,47.5,35.0,226.83,0.0,350.4,-6.4,15:45:30.911370
0.74,0.74,4.0,3.91,10.16,3.29,48.75,35.0,174.55,0.0,351.1,-2.8,15:45:31.346477
0.73,0.7,4.0,3.91,5.08,2.2,48.75,35.0,158.01,0.0,351.1,-2.8,15:45:31.782808
0.69,0.68,5.0,4.69,10.16,3.29,48.75,35.0,141.78,0.0,351.1,-2.8,15:45:32.219522
0.75,0.72,5.0,4.69,10.16,3.29,48.75,35.0,144.18,0.0,351.1,-2.9,15:45:32.652708
0.49,0.48,6.0,5.47,10.16,3.29,47.5,35.0,122.0,0.0,351.1,-2.9,15:45:33.105205
0.29,0.38,8.0,6.25,15.23,3.43,47.5,35.0,91.95,0.0,351.1,-2.9,15:45:33.557159
0.21,0.15,9.0,8.59,15.23,3.84,47.5,35.0,75.72,0.0,351.1,-2.9,15:45:33.993447
0.0,0.0,11.0,10.16,20.31,4.94,47.5,35.0,75.44,0.0,351.1,-2.9,15:45:34.432646
0.0,0.0,12.0,10.16,25.39,5.49,47.5,35.0,10.0,0.0,351.1,-2.9,15:45:34.880289
0.27,0.27,12.0,10.16,30.47,6.59,47.5,35.0,21.85,0.0,351.1,-2.9,15:45:35.379737
0.49,0.43,12.0,11.72,30.47,6.59,47.5,35.0,69.19,0.0,351.1,-2.9,15:45:35.814826
0.6,0.6,11.0,10.16,25.39,5.49,46.25,35.0,110.97,0.0,351.1,-2.9,15:45:36.250685
0.79,0.8,11.0,10.16,25.39,5.49,46.25,35.0,142.93,0.0,351.1,-2.9,15:45:36.689573
1.04,1.09,11.0,11.72,30.47,6.59,46.25,35.0,191.15,0.0,351.1,-2.9,15:45:37.126914
1.36,1.33,11.0,10.16,25.39,5.49,46.25,35.0,246.88,0.0,351.1,-2.9,15:45:37.563545
1.43,1.6,10.42,9.38,20.31,4.94,46.25,35.0,290.23,0.0,351.1,-2.9,15:45:37.998764
1.55,1.57,11.0,10.16,20.31,4.94,46.25,35.0,312.74,0.0,350.9,-3.9,15:45:38.436950
1.69,1.69,11.0,10.16,20.31,4.94,46.25,35.0,328.94,0.0,350.9,-3.9,15:45:38.872522
1.81,1.77,11.0,10.16,20.31,4.94,46.25,35.0,353.77,0.0,350.9,-3.9,15:45:39.308910
1.81,1.91,11.0,10.16,20.31,4.94,46.25,35.0,373.23,0.0,350.9,-3.9,15:45:39.793132
1.84,1.92,12.0,11.72,20.31,4.94,47.5,35.0,378.76,0.01,350.9,-3.9,15:45:40.231821
2.09,2.1,11.0,10.16,20.31,4.94,47.5,35.0,403.79,0.01,350.9,-3.9,15:45:40.667088
2.09,2.17,11.0,10.16,20.31,4.94,46.25,35.0,425.28,0.01,350.9,-3.9,15:45:41.103084
2.17,2.24,11.0,10.16,20.31,4.94,46.25,35.0,425.66,0.01,350.9,-3.9,15:45:41.539849
2.28,2.38,11.0,10.16,20.31,4.94,46.25,35.0,456.73,0.01,350.9,-3.9,15:45:41.977629
2.37,2.48,9.0,8.59,15.23,4.94,46.25,35.0,486.18,0.01,350.9,-3.9,15:45:42.418053
2.42,2.48,8.0,7.81,15.23,3.84,46.25,35.0,479.47,0.0,350.9,-3.9,15:45:42.856276
2.36,2.35,7.0,6.25,15.23,3.43,46.25,35.0,476.72,0.0,350.9,-3.9,15:45:43.296845
2.13,2.24,7.0,6.25,15.23,3.43,46.25,35.0,434.98,0.0,350.9,-3.9,15:45:43.747774
2.07,2.12,7.0,6.25,15.23,3.84,47.5,35.0,409.93,0.0,350.9,-3.9,15:45:44.183406
2.05,2.09,6.0,5.47,10.16,3.43,47.5,35.0,410.12,0.0,350.9,-3.9,15:45:44.623566
1.94,2.02,5.84,5.47,10.16,3.43,47.5,35.0,402.22,0.0,350.9,-3.9,15:45:45.059686
1.78,1.75,5.51,4.69,10.16,3.29,47.5,35.0,362.69,0.0,350.9,-3.9,15:45:45.496054
1.67,1.59,0.0,0.0,0.0,1.65,47.5,35.0,337.72,0.0,350.9,-3.9,15:45:45.938228
1.06,1.03,-3.0,-2.34,5.08,1.78,47.5,35.0,207.93,-0.0,350.9,-3.9,15:45:46.377053
0.47,0.56,0.0,-0.78,5.08,2.2,47.5,35.0,207.93,0.0,350.9,-3.9,15:45:46.872195
0.17,0.15,3.75,2.34,5.08,1.78,47.5,35.0,143.01,0.0,350.9,-3.9,15:45:47.310953
0.15,0.0,5.0,4.69,10.16,2.61,47.5,35.0,57.16,0.0,350.9,-3.9,15:45:47.746466
0.0,0.0,6.0,5.47,10.16,3.29,48.75,35.0,45.24,0.0,350.9,-3.9,15:45:48.215811
0.0,0.0,7.0,6.25,15.23,3.29,48.75,35.0,45.17,0.0,350.9,-3.9,15:45:48.653150
0.0,0.0,7.33,6.25,15.23,4.94,47.5,35.0,45.43,0.0,350.9,-3.9,15:45:49.154124
0.0,0.0,8.0,7.81,20.31,4.94,47.5,35.0,48.28,0.0,351.2,-2.7,15:45:49.607602
0.0,0.0,9.0,8.59,20.31,5.08,47.5,35.0,48.29,0.0,351.2,-2.7,15:45:50.043893
0.0,0.0,10.0,9.38,25.39,5.49,47.5,35.0,0.7,0.0,351.2,-2.7,15:45:50.477612
0.0,0.0,12.0,11.72,30.47,5.49,47.5,35.0,0.0,0.0,351.2,-2.7,15:45:50.912630
0.0,0.0,13.48,12.5,30.47,6.59,47.5,35.0,0.0,0.0,351.2,-2.7,15:45:51.348995
0.0,0.0,16.0,14.84,35.55,7.14,47.5,35.0,0.0,0.0,351.2,-2.7,15:45:51.789360
0.0,0.0,17.0,16.41,40.63,8.24,46.25,35.0,0.0,0.0,351.2,-2.7,15:45:52.224244
0.0,0.0,20.0,18.75,45.7,8.78,46.25,35.0,0.0,0.0,351.0,-4.4,15:45:52.659803
0.0,0.0,21.0,20.31,50.78,9.88,46.25,35.0,0.0,0.0,351.0,-4.4,15:45:53.171242
0.0,0.0,25.0,23.44,55.86,11.53,46.25,35.0,0.0,0.0,351.0,-4.4,15:45:53.607564
0.0,0.0,27.0,26.56,66.02,12.08,46.25,35.0,0.0,0.0,351.0,-4.4,15:45:54.042726
0.0,0.0,30.0,28.12,71.09,13.18,46.25,35.0,0.0,0.0,351.0,-4.4,15:45:54.477711
0.0,0.0,32.0,31.25,76.17,14.55,46.25,35.0,0.0,0.0,351.0,-4.4,15:45:54.916494
0.0,0.0,34.0,32.03,81.25,14.82,46.25,35.0,0.0,0.0,350.3,-8.7,15:45:55.350584
0.0,0.0,36.0,35.16,86.33,16.47,46.25,35.0,0.0,0.0,350.3,-8.7,15:45:55.785310
0.0,0.0,38.0,37.5,91.41,16.61,45.0,35.0,0.0,0.0,350.3,-8.7,15:45:56.266507
0.0,0.0,38.0,37.5,91.41,16.61,45.0,35.0,0.0,0.0,350.3,-8.7,15:45:56.704058
