скорость ПП колеса,скорость ПЛ колеса,заданный момент двигателя,реализованный момент двигателя,ток Фазной Обмотки,ток Обмотки Возбуждения,температура тягового двигателя,температура инвертора,скорость двигателя,мощность двигателя,напряжение ТАБ высокое ,ток батареи ТАБ,time
3.67,3.54,6.12,5.47,10.16,3.43,41.25,33.75,741.63,0.0,350.9,-5.6,15:27:44.542990
3.52,3.21,8.0,6.25,15.23,3.84,41.25,33.75,672.17,0.01,350.9,-5.6,15:27:45.087710
3.28,3.05,9.0,8.59,15.23,4.94,42.5,33.75,636.23,0.01,351.1,-5.0,15:27:45.619128
3.39,3.13,10.0,9.38,20.31,3.84,42.5,33.75,630.32,0.01,351.0,-5.9,15:27:46.162621
3.38,3.04,11.0,10.16,20.31,4.94,42.5,33.75,631.03,0.01,351.0,-5.9,15:27:46.695645
3.7,3.26,10.0,10.16,20.31,4.94,41.25,33.75,678.27,0.01,350.9,-5.8,15:27:47.255673
3.92,3.18,9.0,9.38,20.31,4.94,41.25,33.75,698.66,0.01,350.9,-5.8,15:27:47.803447
3.61,3.06,11.0,9.38,20.31,3.84,42.5,33.75,667.02,0.01,350.9,-5.8,15:27:48.331527
3.31,2.84,12.0,11.72,20.31,4.94,42.5,33.75,619.39,0.01,350.9,-5.8,15:27:48.877991
3.59,2.97,15.0,14.84,25.39,6.59,41.25,33.75,635.13,0.01,350.9,-5.8,15:27:49.424195
3.52,2.93,14.93,13.28,25.39,5.49,41.25,33.75,644.01,0.01,350.9,-5.8,15:27:49.976020
3.72,2.94,14.93,15.62,30.47,5.9,41.25,33.75,657.71,0.01,350.9,-5.8,15:27:50.568095
3.82,3.23,16.0,14.84,25.39,5.49,41.25,33.75,693.81,0.01,350.9,-5.8,15:27:51.116615
4.16,3.41,13.0,14.84,25.39,5.49,41.25,33.75,735.27,0.01,350.9,-5.8,15:27:51.738448
4.16,3.46,13.0,11.72,25.39,5.49,41.25,33.75,766.5,0.01,350.7,-7.2,15:27:52.350201
4.03,3.4,12.0,12.5,25.39,5.49,41.25,33.75,740.48,0.01,350.7,-7.2,15:27:52.897955
4.06,3.56,12.0,10.16,20.31,5.08,41.25,33.75,732.12,0.01,350.7,-7.2,15:27:53.440344
3.91,3.56,11.0,9.38,20.31,4.94,41.25,33.75,752.98,0.01,350.7,-7.2,15:27:54.030638
3.78,3.79,11.0,9.38,20.31,3.84,41.25,33.75,753.31,0.01,350.7,-5.9,15:27:54.576979
4.13,4.02,13.0,11.72,20.31,5.08,41.25,33.75,802.34,0.01,350.7,-5.9,15:27:55.122067
4.24,4.32,11.0,10.16,20.31,5.49,41.25,33.75,832.14,0.01,350.7,-5.9,15:27:55.664706
4.49,4.55,10.63,10.16,20.31,4.94,41.25,33.75,893.16,0.01,350.7,-5.9,15:27:56.213173
4.32,4.35,8.0,7.81,15.23,3.84,41.25,33.75,869.81,0.01,350.7,-5.9,15:27:56.756752
4.22,4.3,7.0,7.81,15.23,3.84,41.25,33.75,848.66,0.01,350.7,-5.9,15:27:57.298369
3.54,3.56,-2.0,-1.56,5.08,1.78,41.25,33.75,667.45,-0.0,350.7,-5.9,15:27:57.860211
2.64,2.7,0.0,0.0,0.0,0.55,42.5,33.75,563.87,0.0,351.5,-1.9,15:27:58.406339
2.14,2.07,4.0,3.91,10.16,2.2,42.5,33.75,462.63,0.0,351.5,-1.9,15:27:58.952274
1.66,1.77,6.0,5.47,10.16,3.43,42.5,33.75,366.07,0.0,351.4,-3.1,15:27:59.500632
1.35,1.32,9.0,7.81,15.23,4.94,42.5,33.75,287.35,0.0,351.4,-3.1,15:28:00.034877
1.32,1.39,10.0,9.38,20.31,4.94,42.5,35.0,265.03,0.0,351.4,-3.1,15:28:00.580632
1.49,1.4,10.0,10.16,20.31,4.94,42.5,35.0,289.15,0.0,351.4,-3.1,15:28:01.127355
1.57,1.58,11.0,10.16,20.31,4.94,41.25,33.75,307.9,0.0,351.4,-3.1,15:28:01.670000
1.61,1.62,14.0,10.16,25.39,5.08,41.25,33.75,323.38,0.01,351.4,-3.1,15:28:02.247495
1.86,1.78,16.0,14.84,25.39,5.49,41.25,33.75,352.45,0.01,351.4,-3.1,15:28:02.795900
2.19,2.25,16.0,15.62,30.47,6.59,41.25,33.75,420.5,0.01,351.4,-3.1,15:28:03.340181
2.42,2.62,12.0,11.72,25.39,5.49,41.25,33.75,480.29,0.01,351.4,-3.1,15:28:03.885292
1.9,1.9,-5.0,-5.47,15.23,3.29,41.25,35.0,384.36,-0.0,351.4,-3.1,15:28:04.431136
0.92,0.9,-2.0,-1.56,5.08,2.2,41.25,35.0,243.44,-0.0,351.4,-3.1,15:28:04.977162
0.47,0.24,0.0,0.0,0.0,1.65,42.5,33.75,140.07,0.0,351.4,-3.1,15:28:05.522365
0.15,0.15,3.87,3.12,5.08,1.65,42.5,33.75,130.76,0.0,351.4,-3.1,15:28:06.067144
0.0,0.0,15.0,14.84,25.39,5.49,42.5,33.75,133.56,0.0,351.6,-2.2,15:28:06.616490
0.64,0.7,16.0,15.62,30.47,5.49,42.5,33.75,125.4,0.0,351.6,-2.2,15:28:07.163608
1.21,1.05,15.0,14.06,25.39,6.59,42.5,33.75,204.79,0.0,351.6,-2.2,15:28:07.670190
1.29,1.25,17.0,15.62,30.47,6.59,41.25,33.75,249.83,0.01,351.1,-5.8,15:28:08.192789
1.33,1.36,19.0,18.75,30.47,6.73,41.25,33.75,272.89,0.01,351.1,-5.8,15:28:08.739071
1.71,1.66,22.0,21.09,40.63,8.24,41.25,35.0,312.08,0.01,350.9,-7.2,15:28:09.332489
2.5,2.44,19.0,18.75,35.55,8.24,41.25,35.0,474.91,0.01,350.9,-7.2,15:28:09.923456
3.01,3.17,16.0,15.62,30.47,5.49,40.0,35.0,590.23,0.01,350.9,-7.2,15:28:10.467052
3.37,3.39,16.0,15.62,30.47,6.59,40.0,35.0,657.68,0.01,350.9,-7.2,15:28:11.014354
3.54,3.5,17.0,16.41,30.47,6.59,40.0,35.0,699.91,0.01,350.9,-7.2,15:28:11.563401
3.83,3.84,18.0,17.19,30.47,6.73,40.0,35.0,743.16,0.02,350.9,-7.2,15:28:12.106397
4.18,4.22,17.0,16.41,30.47,6.73,41.25,35.0,827.37,0.02,350.9,-7.2,15:28:12.652445
4.61,4.64,17.0,16.41,30.47,6.59,41.25,35.0,906.62,0.02,350.9,-7.2,15:28:13.229721
5.23,5.24,14.0,13.28,25.39,6.59,41.25,35.0,999.72,0.02,350.9,-7.2,15:28:13.774839
5.11,5.2,11.0,10.16,20.31,4.94,41.25,35.0,1030.2,0.01,350.4,-8.2,15:28:14.320643
5.31,4.88,12.0,11.72,20.31,5.08,41.25,35.0,1010.8,0.02,350.4,-8.2,15:28:14.865313
5.57,5.39,10.0,9.38,20.31,4.94,41.25,35.0,1077.57,0.01,350.4,-8.2,15:28:15.411843
5.58,5.45,9.66,8.59,15.23,4.94,41.25,35.0,1095.14,0.01,350.4,-8.2,15:28:15.954855
5.43,5.51,9.0,8.59,15.23,3.84,41.25,35.0,1080.77,0.01,350.6,-7.0,15:28:16.501010
5.43,5.36,9.0,7.81,15.23,3.84,41.25,35.0,1061.52,0.01,350.6,-7.0,15:28:17.032333
5.62,5.65,6.0,5.47,10.16,3.43,41.25,35.0,1111.5,0.01,350.6,-7.0,15:28:17.624644
5.13,5.11,-4.0,-3.91,10.16,3.29,42.5,35.0,1011.61,-0.01,350.6,-7.0,15:28:18.170437
4.39,4.04,-3.78,-2.34,5.08,2.2,42.5,35.0,862.49,-0.0,350.6,-7.0,15:28:18.730735
3.04,3.21,-8.0,-7.81,15.23,4.94,42.5,35.0,639.63,-0.01,350.6,-7.0,15:28:19.276888
2.24,2.21,-6.0,-5.47,10.16,3.43,42.5,35.0,480.87,-0.0,350.6,-7.0,15:28:19.821953
1.49,1.42,-4.0,-3.91,10.16,2.61,42.5,35.0,325.8,-0.0,350.6,-7.0,15:28:20.362751
1.13,1.17,0.0,0.0,0.0,1.65,42.5,35.0,256.38,0.0,350.6,-7.0,15:28:20.906712
1.39,1.35,14.36,13.28,25.39,5.08,42.5,35.0,332.35,0.0,351.5,-2.9,15:28:21.456628
1.9,1.98,13.0,12.5,25.39,5.49,42.5,35.0,382.85,0.01,351.5,-2.9,15:28:21.987390
2.32,2.23,13.75,12.5,25.39,5.49,42.5,35.0,382.85,0.01,351.5,-5.5,15:28:22.623617
3.05,3.0,15.0,14.84,25.39,6.59,41.25,35.0,556.29,0.01,351.1,-5.5,15:28:23.154654
3.65,3.68,11.0,10.16,20.31,5.08,41.25,35.0,698.12,0.01,350.9,-7.0,15:28:23.703380
4.1,3.89,9.0,8.59,15.23,4.94,42.5,35.0,779.41,0.01,350.9,-5.7,15:28:24.311119
4.36,4.37,10.0,9.38,20.31,4.94,42.5,35.0,848.62,0.01,350.9,-5.7,15:28:24.858371
4.52,4.53,7.0,7.81,15.23,3.84,41.25,35.0,897.01,0.01,350.9,-5.7,15:28:25.401218
4.57,4.26,7.0,7.81,15.23,3.84,41.25,35.0,885.0,0.01,350.9,-5.7,15:28:25.962456
4.64,4.48,9.57,8.59,15.23,3.84,41.25,35.0,905.49,0.01,350.9,-5.7,15:28:26.508281
4.79,4.62,11.0,10.16,20.31,4.94,41.25,35.0,935.63,0.01,350.9,-5.7,15:28:27.053859
4.96,5.03,13.0,12.5,25.39,5.08,41.25,35.0,974.22,0.02,350.9,-5.7,15:28:27.602349
5.33,4.93,13.0,11.72,20.31,5.08,41.25,35.0,995.04,0.01,350.9,-5.7,15:28:28.161345
5.43,5.16,12.0,11.72,20.31,5.49,41.25,35.0,995.04,0.01,350.9,-5.7,15:28:28.723074
5.79,5.69,11.96,10.94,20.31,5.08,41.25,35.0,1117.16,0.02,350.4,-8.6,15:28:29.271244
5.81,5.92,7.0,7.81,15.23,3.84,41.25,35.0,1163.05,0.01,350.4,-8.6,15:28:29.814036
5.69,5.69,5.0,4.69,10.16,3.43,41.25,35.0,1134.45,0.01,350.8,-6.3,15:28:30.360114
5.37,5.37,-4.6,-3.91,10.16,2.2,41.25,35.0,1050.73,-0.01,350.8,-6.3,15:28:30.953568
4.38,4.33,-1.39,-3.91,5.08,2.2,42.5,35.0,895.65,-0.0,351.7,0.0,15:28:31.563697
3.53,3.54,3.57,2.34,5.08,1.65,42.5,35.0,774.99,0.0,351.7,0.0,15:28:32.110084
3.36,3.47,7.0,6.25,10.16,3.84,42.5,35.0,678.25,0.01,351.7,0.0,15:28:32.657091
3.64,3.66,9.0,8.59,15.23,3.84,42.5,35.0,717.44,0.01,351.7,0.0,15:28:33.202955
3.83,3.81,10.0,9.38,20.31,4.94,42.5,35.0,751.18,0.01,351.7,0.0,15:28:33.746675
4.0,4.04,12.21,11.72,20.31,4.94,42.5,35.0,787.13,0.01,351.0,-6.2,15:28:34.293151
4.26,4.24,15.0,14.84,20.31,5.49,42.5,35.0,834.33,0.02,351.0,-6.2,15:28:34.872349
4.59,4.54,15.0,14.84,25.39,6.59,42.5,35.0,891.39,0.02,351.0,-6.2,15:28:35.447180
4.59,5.1,13.0,12.5,25.39,5.49,42.5,35.0,990.81,0.02,351.0,-6.2,15:28:36.053635
5.45,5.38,12.0,12.5,25.39,5.08,42.5,35.0,1058.12,0.02,351.0,-6.2,15:28:36.602322
5.51,5.53,12.0,11.72,20.31,5.08,41.25,35.0,1081.14,0.02,351.0,-6.2,15:28:37.152535
5.72,5.64,12.0,11.72,20.31,5.08,41.25,35.0,1110.87,0.02,351.0,-6.2,15:28:37.700196
5.83,5.78,12.0,11.72,20.31,5.08,41.25,35.0,1154.41,0.02,350.4,-9.1,15:28:38.276838
6.01,6.07,8.0,9.38,20.31,4.94,41.25,35.0,1190.0,0.01,350.4,-9.1,15:28:38.822662
5.97,5.9,0.0,0.0,5.08,2.2,42.5,35.0,1184.18,0.0,350.4,-9.1,15:28:39.369263
5.12,5.06,-1.75,-0.78,5.08,2.2,42.5,35.0,1094.57,-0.0,350.4,-9.1,15:28:39.914374
4.34,4.14,3.9,3.12,5.08,1.65,42.5,35.0,929.29,0.0,350.4,-9.1,15:28:40.507200
4.13,4.08,12.0,11.72,5.08,4.94,42.5,35.0,819.48,0.01,350.4,-9.1,15:28:41.116103
4.19,4.33,10.0,9.38,20.31,4.94,43.75,35.0,817.1,0.01,350.4,-9.1,15:28:41.663365
4.31,4.34,13.0,12.5,25.39,5.49,42.5,35.0,845.74,0.01,350.4,-9.1,15:28:42.182816
4.56,4.56,13.0,12.5,25.39,5.49,42.5,35.0,886.44,0.01,350.4,-9.1,15:28:42.784997
4.91,5.06,12.0,12.5,25.39,5.49,42.5,35.0,956.83,0.02,350.4,-9.1,15:28:43.329558
4.88,4.92,13.0,12.5,25.39,5.49,42.5,35.0,967.06,0.02,350.4,-9.1,15:28:43.920810
5.03,5.02,12.0,11.72,20.31,5.08,42.5,35.0,1000.1,0.01,350.4,-9.1,15:28:44.442424
5.06,5.14,13.0,12.5,25.39,5.08,42.5,35.0,1017.19,0.02,350.4,-9.1,15:28:44.980349
5.51,5.4,11.0,10.16,20.31,5.08,42.5,35.0,1061.02,0.01,350.4,-9.1,15:28:45.526927
5.64,5.57,10.0,9.38,20.31,4.94,42.5,35.0,1084.25,0.01,350.4,-9.1,15:28:46.058165
5.59,5.56,10.0,10.16,20.31,4.94,42.5,35.0,1106.12,0.01,350.4,-9.1,15:28:46.591660
5.44,5.5,10.0,8.59,15.23,3.84,42.5,35.0,1080.44,0.01,350.4,-9.1,15:28:47.138231
5.67,5.66,10.0,8.59,15.23,3.84,42.5,35.0,1120.47,0.01,350.6,-7.7,15:28:47.808788
5.65,5.68,10.0,9.38,20.31,3.84,42.5,35.0,1122.05,0.01,350.6,-7.5,15:28:48.355056
5.74,5.82,9.3,8.59,15.23,3.43,42.5,35.0,1152.68,0.01,350.6,-7.5,15:28:48.900302
5.72,6.16,7.0,6.25,15.23,3.84,42.5,35.0,1165.35,0.01,350.6,-7.5,15:28:49.446827
5.74,6.07,6.0,5.47,10.16,3.43,42.5,35.0,1168.71,0.01,350.6,-7.5,15:28:49.993327
5.32,5.43,-1.0,-0.78,5.08,1.65,42.5,35.0,1067.01,-0.0,350.6,-7.5,15:28:50.522866
4.9,5.43,1.0,0.0,0.0,1.65,42.5,35.0,1034.14,0.0,350.6,-7.5,15:28:51.130683
5.03,4.94,4.0,3.91,10.16,3.29,43.75,35.0,976.21,0.0,350.6,-7.5,15:28:51.724063
4.7,4.69,5.0,3.91,10.16,2.61,43.75,35.0,932.51,0.0,350.6,-7.5,15:28:52.271139
4.57,4.61,6.0,6.25,15.23,3.43,43.75,35.0,903.01,0.01,350.6,-7.5,15:28:52.844872
4.59,4.65,6.0,5.47,10.16,3.84,43.75,35.0,906.59,0.01,350.6,-7.5,15:28:53.390688
4.88,4.9,6.0,5.47,10.16,3.43,43.75,35.0,964.96,0.01,350.6,-7.5,15:28:53.921607
4.91,4.91,6.87,5.47,10.16,3.43,43.75,35.0,972.72,0.01,351.0,-5.4,15:28:54.456031
