скорость ПП колеса,скорость ПЛ колеса,скорость ЗП колеса,скорость ЗЛ колеса,заданный момент двигателя,реализованный момент двигателя,ток Фазной Обмотки,ток Обмотки Возбуждения,температура тягового двигателя,температура инвертора,скорость двигателя,мощность двигателя,положение рейки перед,ток рейки перед,температура рейки перед,положение рейки зад,ток рейки зад,температура рейки зад,напряжение ТАБ высокое ,ток батареи ТАБ,16:58:06.302871
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-37.0,-20.0,-40.0,58.0,-2560.0,-40.0,357.4,-3274.56,17:01:17.568603
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-37.0,-20.0,-40.0,58.0,-2560.0,-40.0,357.4,-3274.56,17:01:18.207386
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-37.0,-20.0,-40.0,58.0,-2550.0,-40.0,357.4,-3274.56,17:01:18.642866
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,40.0,32.5,0.0,0.0,-37.0,-20.0,-40.0,59.0,-2550.0,-40.0,357.4,-3274.56,17:01:19.033336
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,40.0,32.5,0.0,0.0,-37.0,-20.0,-40.0,58.0,-2550.0,-40.0,357.4,-3274.56,17:01:19.548320
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.25,32.5,0.0,0.0,-37.0,-20.0,-40.0,58.0,-2560.0,-40.0,357.4,-3274.56,17:01:19.969619
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.25,32.5,0.0,0.0,-37.0,-20.0,-40.0,58.0,-2550.0,-40.0,357.4,-3274.56,17:01:20.418775
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-10.0,-40.0,58.0,-2560.0,-40.0,357.4,-3274.56,17:01:20.794436
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-10.0,-40.0,58.0,-2560.0,-40.0,357.4,-3274.56,17:01:21.167853
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-10.0,-40.0,58.0,-2560.0,-40.0,357.4,-3274.56,17:01:21.639438
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-10.0,-40.0,58.0,-2560.0,-40.0,357.4,-3274.56,17:01:22.104926
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-2560.0,-40.0,58.0,-2560.0,-40.0,357.4,-3274.56,17:01:22.529939
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-10.0,-40.0,58.0,-2560.0,-40.0,357.4,-3274.56,17:01:23.027899
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-2560.0,-40.0,58.0,-2560.0,-40.0,357.4,-3274.56,17:01:23.526596
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-10.0,-40.0,58.0,-2560.0,-40.0,357.4,-3274.96,17:01:23.900958
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-10.0,-40.0,58.0,-2560.0,-40.0,357.4,-3274.96,17:01:24.333633
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-2560.0,-40.0,58.0,-2560.0,-40.0,2.11,132.37,17:01:24.707331
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-2560.0,-40.0,58.0,-2560.0,-40.0,357.4,-3274.96,17:01:25.064900
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-10.0,-40.0,58.0,-2560.0,-40.0,357.4,-3274.96,17:01:25.442536
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-10.0,-40.0,58.0,-2560.0,-40.0,357.4,-3274.96,17:01:25.858666
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-10.0,-40.0,58.0,-2560.0,-40.0,357.4,-3274.96,17:01:26.403150
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-10.0,-40.0,58.0,-2560.0,-40.0,357.4,-3274.96,17:01:26.760239
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-10.0,-40.0,58.0,-2560.0,-40.0,357.4,-3274.96,17:01:27.226953
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-2560.0,-40.0,58.0,-2560.0,-40.0,357.4,-3274.96,17:01:27.598251
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-2560.0,-40.0,58.0,-2560.0,-40.0,357.4,-3274.96,17:01:28.036448
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-10.0,-40.0,58.0,-2560.0,-40.0,357.4,-3274.96,17:01:28.409239
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-10.0,-40.0,58.0,-2560.0,-40.0,357.5,-3274.86,17:01:28.845647
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-10.0,-40.0,58.0,-2560.0,-40.0,357.5,-3274.86,17:01:29.220972
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-10.0,-40.0,57.0,-2560.0,-40.0,357.5,-3274.86,17:01:29.626085
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3274.86,17:01:30.044622
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3274.86,17:01:30.417905
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3274.86,17:01:30.853879
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-10.0,-40.0,57.0,-2560.0,-40.0,357.5,-3274.86,17:01:31.258372
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-10.0,-40.0,57.0,-2560.0,-40.0,357.5,-3274.86,17:01:31.757546
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3274.86,17:01:32.208646
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-10.0,-40.0,58.0,-2560.0,-40.0,357.5,-3274.86,17:01:32.584577
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-10.0,-40.0,57.0,-2560.0,-40.0,357.5,-3274.86,17:01:33.018774
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3274.86,17:01:33.409303
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-10.0,-40.0,58.0,-2560.0,-40.0,357.5,-3274.86,17:01:33.767959
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3274.86,17:01:34.139285
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3274.86,17:01:34.606285
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,40.0,32.5,0.0,0.0,-35.0,-2560.0,-40.0,58.0,-2560.0,-40.0,357.5,-3275.06,17:01:34.984037
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,40.0,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:35.372489
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,40.0,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:35.947280
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,40.0,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:36.352508
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:36.818959
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:37.222009
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:37.660903
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:38.049361
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:38.439214
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:38.825715
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:39.233599
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:39.607969
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-35.0,-10.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:39.996919
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-35.0,-10.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:40.370738
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:40.773985
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:41.181718
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:41.587782
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-35.0,-10.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:42.025622
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-35.0,-10.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:42.415733
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-35.0,-10.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:42.818287
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.25,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:43.208133
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.25,32.5,0.0,0.0,-35.0,-10.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:43.616950
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-35.0,-10.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:44.081860
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:44.451933
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.25,41.25,13000.0,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,2.11,132.41,17:01:44.818862
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:45.162986
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:45.551567
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-35.0,-10.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:45.922558
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-35.0,-2560.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:46.287563
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,41.25,32.5,0.0,0.0,-35.0,-10.0,-40.0,57.0,-2560.0,-40.0,357.5,-3275.06,17:01:46.753204
